Name,Rating,Review,Tags
Unlit Star,4.14,Very good,New Adult
The Age of Turbulence: Adventures in a New World,3.62,Very good,Economics
"Your Husband, My Man 2",4.38,Very good,---
"The Iron Fey Boxed Set: The Iron King, The Iron Daughter, The Iron Queen, The Iron Knight",4.54,Excellent,Fantasy
Who Wrote the Bible?,4.09,Very good,Religion
HÃ¤r ligger jag och blÃ¶der,3.35,Good,Young Adult
Vivian Apple at the End of the World,3.74,Very good,Young Adult
Pilgrim's Rest,3.91,Very good,Mystery
Mist,3.89,Very good,Fantasy
Shadow Falls: The Next Chapter: Taken at Dusk and Whispers at Moonrise,4.63,Excellent,Fantasy-Paranormal
"Sidereus Nuncius, or The Sidereal Messenger",3.92,Very good,Science
Transformation Space,4.02,Very good,Science Fiction
The Boy on the Wooden Box,4.38,Very good,Nonfiction
Breaking Even,4.6,Excellent,Romance
The Tower of Sorcery,4.25,Very good,Fantasy
Worth The Fall,4.01,Very good,Romance
The Status Civilization,3.94,Very good,Science Fiction
The Tenth Insight: Holding the Vision,3.65,Very good,Spirituality
Beholding Bee,4.02,Very good,Historical-Historical Fiction
The Chronicles of Amber: Volume I,4.35,Very good,Fantasy
The End,4.47,Very good,Horror
The Letters of AbÃ©lard and HÃ©loÃ¯se,3.75,Very good,History
Ø£ÙØ§ ØªØªØ­Ø¯Ø« Ø¹Ù ÙÙØ³ÙØ§,4.1,Very good,Philosophy
Le souffle des dieux,3.88,Very good,Fantasy
Half the World,4.2,Very good,Fantasy
The Last Word,3.96,Very good,Mystery
"Sherlock Holmes, Tome 1",4.29,Very good,Classics
Shades of Twilight/Son of the Morning,4.28,Very good,Romance
Magic Under Glass,3.61,Very good,Fantasy
Chickenhawk,4.29,Very good,History
Ojos de gato tentador,4.41,Very good,Romance
The Sanctuary,3.87,Very good,Fiction
Alkestis,3.83,Very good,Plays
A Game of Greed and Deception,3.6,Very good,Mystery
Nowhere,3.34,Good,Young Adult
The Meeting,4.3,Very good,Mystery
Sejarah Indonesia Modern 1200-2004,3.99,Very good,History
Ãndemn la simplitate,4.13,Very good,European Literature-Romanian Literature
One Missing Link,4.31,Very good,Romance-Romantic Suspense
Die Ambassadeur,3.7,Very good,Fiction
The Hazards of Skinny Dipping,3.67,Very good,New Adult
Kink,3.85,Very good,Erotica-BDSM
The Darkness of the Womb,3.71,Very good,---
Risking Trust,3.99,Very good,Romance-Romantic Suspense
Gabriel Finley and the Raven's Riddle,3.73,Very good,Fantasy
The Death of Captain Marvel,4.2,Very good,Sequential Art-Comics
The Last Thing He Needs,4.1,Very good,Romance-M M Romance
Bad Things,3.95,Very good,Romance-M M Romance
ÙØ°ÙØ±Ø§Øª Ø¹ÙÙ Ø¹Ø²Øª Ø¨ÙØ¬ÙÙÙØªØ´,3.85,Very good,Biography
Quicksilver,3.67,Very good,Romance-Paranormal Romance
Arkansas: Three Novellas,3.73,Very good,Fiction
Der RÃ¤uber Hotzenplotz 1,4.75,Excellent,---
"DOCTOR MARI TEACHES ABOUT A HEALTHY FEELING HEART (Psychological Wholeness Series, #2)",5.0,Excellent,---
Ghosts,3.84,Very good,Plays
"Without You, There Is No Us: My Time with the Sons of North Korea's Elite",3.9,Very good,Nonfiction
Zhou Enlai: The Last Perfect Revolutionary,3.89,Very good,History
Essential Brakhage: Selected Writings on Filmmaking,4.2,Very good,Culture-Film
"DÃ©jÃ  Dead / Death du Jour (Temperance Brennan, #1-2)",4.15,Very good,Mystery
I Love Dick,3.54,Very good,Fiction
The Mummy,4.06,Very good,Fantasy
Effie and A Terrible Toothache (Elephant),5.0,Excellent,---
Gillespie and I,3.83,Very good,Historical-Historical Fiction
Perfect Season,4.51,Excellent,Sports-Sports
Ra' Gangajaliyo,4.53,Excellent,---
Dix Petits PoÃ¨mes and More,4.0,Very good,---
The Teflon Queen,4.15,Very good,Business-Amazon
Wild Chase,4.18,Very good,Romance
Return to Eden,3.85,Very good,Science Fiction
"Shamsiah Fakeh: Pejuang, Pemimpin dan Perempuan",3.32,Good,History
Suicide Kings,3.94,Very good,Science Fiction
Return to Innocence,4.12,Very good,Young Adult-Coming Of Age
The Raising,3.32,Good,Mystery
Asylum,3.85,Very good,Horror
Tillbaka till henne,4.17,Very good,Historical-Historical Fiction
Regarding Ducks and Universes,3.4,Good,Science Fiction
Ojos de perro azul,3.75,Very good,Short Stories
Ø§ÙØ³ÙØ¯Ø© Ø®Ø¯ÙØ¬Ø© Ø£Ù Ø§ÙÙØ¤ÙÙÙÙ,3.92,Very good,Religion-Islam
Il nero e l'argento,3.45,Good,Fiction
Evolve Your Brain: The Science of Changing Your Mind,4.18,Very good,Nonfiction
Save the Last Dance for Me,4.28,Very good,Fantasy-Paranormal
You Have a Brain: A Teen's Guide to T.H.I.N.K. B.I.G.,4.37,Very good,Nonfiction
Echoes,4.04,Very good,Romance
Attraction,3.98,Very good,Romance
Victoria's Choice,4.4,Very good,Christian Fiction
Cool!,3.89,Very good,Childrens
Fisher's Light,4.21,Very good,Romance
What We Buried,4.07,Very good,Poetry
The Clay Marble,3.76,Very good,Historical-Historical Fiction
Ø§ÙØ¨Ø¯Ø§Ø¦Ø¹ ÙØ§ÙØ·Ø±Ø§Ø¦Ù,3.81,Very good,Literature
I am Going!,4.31,Very good,Childrens-Picture Books
El universo estÃ¡ dentro de nosotros (Plataforma Actual),3.89,Very good,Science
Four Score,4.25,Very good,Dark
El corazÃ³n helado,4.25,Very good,Historical-Historical Fiction
Or Is That Just Me?,3.72,Very good,Nonfiction
LÅ¾ivÃ¡ zrcadla,4.18,Very good,Science Fiction
Choices,4.42,Very good,Paranormal-Vampires
Time Dancers,4.02,Very good,Fantasy
The Lost Throne,4.01,Very good,Thriller
One Thousand and One Nights,3.79,Very good,Classics
Jubilee Trail,4.12,Very good,Historical-Historical Fiction
"The Foundation Novels 7-Book Bundle: Foundation, Foundation and Empire, Second Foundation, Foundation's Edge, Foundation and Earth, Prelude to Foundation, Forward the Foundation",4.59,Excellent,Science Fiction
A Week to Forever,3.84,Very good,Romance
"Grit to Great: How Perseverance, Passion, and Pluck Take You from Ordinary to Extraordinary",3.65,Very good,Nonfiction
Rode sneeuw in december,3.96,Very good,Historical-Historical Fiction
Desired,3.92,Very good,Fantasy-Paranormal
Orb Sceptre Throne,4.14,Very good,Fantasy
Seseorang Untuk Aku,4.33,Very good,Romance
Walking on Water,4.31,Very good,Fiction
"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",4.05,Very good,Fiction
Ice Kissed,4.02,Very good,Fantasy
December Park,4.17,Very good,Horror
Liebesbrise - Zwischen Ebbe und Flut,4.6,Excellent,---
"The Journey to the West, Volume 1",4.26,Very good,Classics
YaÅamÄ±n Ucuna Yolculuk,4.06,Very good,Asian Literature-Turkish Literature
How My Summer Went Up in Flames,3.82,Very good,Young Adult
"Barinas son los rÃ­os, el tabaco y el viento",5.0,Excellent,---
The Spirit Realm,4.0,Very good,---
The Friends of Eddie Coyle,4.05,Very good,Fiction
On Self-Denial,4.5,Excellent,Christian
Giants of the Frost,3.87,Very good,Fantasy
The Star Dwellers,4.09,Very good,Science Fiction-Dystopia
Life Together: The Classic Exploration of Christian Community,4.28,Very good,Religion-Theology
"Sur la Route d'Anfield, Liverpool",5.0,Excellent,Football
The Journey Home,4.42,Very good,Spirituality
Skim,3.79,Very good,Sequential Art-Graphic Novels
St. Martin's Summer,3.89,Very good,Historical-Historical Fiction
Gideon's Spies: The Secret History of the Mossad (Updated),3.93,Very good,History
Tied,3.45,Good,Young Adult
Oblivion,4.09,Very good,Young Adult
Once Upon a Frog,4.26,Very good,Fantasy
Five Run Away Together,4.07,Very good,Childrens
Spirit Bound,4.21,Very good,Romance
"Master and Man by Leo Tolstoy, Fiction, Classics",3.97,Very good,Classics
Das geheime VermÃ¤chtnis des Pan,3.98,Very good,Fantasy
New Moon Rising,4.24,Very good,Historical-Historical Fiction
Silent Melody,3.78,Very good,Romance
The Cheese and I: An Englishman's Voyage Through the Land of Fromage,3.86,Very good,Nonfiction
Los Perros de TÃ­ndalos,4.11,Very good,Horror
à¦°à§à¦ªà§à¦° à¦¡à¦¾à¦²à¦¿ à¦à§à¦²à¦¾,4.41,Very good,Childrens
"Twisted Affair, Vol. 1",4.06,Very good,Adult Fiction-Erotica
AlterWorld,4.15,Very good,Fantasy
Inn at Last Chance,3.86,Very good,Romance
"The Power of Vulnerability: Teachings of Authenticity, Connections and Courage",4.64,Excellent,Nonfiction
La hora del Diablo,4.0,Very good,Fiction
Love at First Plight,4.63,Excellent,LGBT
Tatya Tope's Operation Red Lotus,4.38,Very good,History
Wraithsong,3.77,Very good,Fantasy
Vampire: The Richard Chase Murders,3.75,Very good,Crime-True Crime
Das Licht hinter den Wolken,3.64,Very good,Fantasy
Recados Da MÃ£e,3.97,Very good,Childrens
TÃµsikindlusest,4.16,Very good,Philosophy
The Art of Choosing,3.83,Very good,Psychology
11 Cheap Diabetic Recipes under 10$ (Bonus! 5 Cheap Diabetic Desserts),3.5,Very good,---
Tooth and Claw,4.02,Very good,Fantasy
Collected Poetry & Prose,4.41,Very good,Poetry
Teaching My Mother How to Give Birth,4.31,Very good,Poetry
Ø¹Ø´Ù,3.97,Very good,Novels
Bockin perheen saaga,3.62,Very good,---
The Blessing Of A Skinned Knee: Raising Self-Reliant Children,4.17,Very good,Parenting
Soulmates,3.76,Very good,Young Adult
Le Combat Ordinaire [IntÃ©grale],4.5,Excellent,Sequential Art-Comics
Unlawful Desire,4.3,Very good,Romance
Postwar: A History of Europe Since 1945,4.35,Very good,History
Jinx,4.04,Very good,Fantasy
Die Enden der Welt,3.66,Very good,Travel
ØªØ£ÙÙØ§Øª ÙÙ Ø¯ÙÙØ§ Ø§ÙÙÙ,3.98,Very good,Religion
Revolution,3.67,Very good,Nonfiction
The Crane Wife,3.53,Very good,Fantasy
The Last Good Man,3.53,Very good,Thriller
Illusion,4.36,Very good,Fantasy
Ruthy's New texas Lawyer Friend,4.5,Excellent,Young Adult
ÐÑÐ±Ð»Ð¸Ð½ÑÐ°Ð½Ð¸/ ÐÐ¾ÑÑÑÐµÑ Ð½Ð° ÑÑÐ´Ð¾Ð¶Ð½Ð¸ÐºÐ° ÐºÐ°ÑÐ¾ Ð¼Ð»Ð°Ð´,3.94,Very good,Classics
When It's Right,4.11,Very good,Romance
Forged in Ice,4.17,Very good,Fantasy
"Vicky, nu Victoria",4.5,Excellent,European Literature-Romanian Literature
Deranged,5.0,Excellent,---
"Sex, drogy & cyb'n'roll",4.26,Very good,Science Fiction
HIDDEN MICKEY 4: Wolf! Happily Ever After?,4.21,Very good,Fantasy
Las dos muertes,4.47,Very good,Fantasy
The Kindled Flame,4.11,Very good,Christian Fiction
The Lost Garden,3.8,Very good,Historical-Historical Fiction
"Articles on Thursday Next Series, Including: The Eyre Affair, Lost in a Good Book, the Well of Lost Plots, Thursday Next, Bookworld, Something Rotten, Characters in the Thursday Next Series, First Among Sequels, Specops",4.46,Very good,Fiction
Omega Wildcat,2.84,Moderate,Romance-M M Romance
Hard as It Gets,4.01,Very good,Romance
Out of Ruins,4.34,Very good,Romance
Ramona,3.73,Very good,Classics
"Createspace and Kindle Self-Publishing Masterclass - Second Edition: The Step-by-Step Author's Guide to Writing, Publishing and Marketing Your Books on Amazon",4.15,Very good,Language-Writing
Against All Odds,3.92,Very good,Romance
NLP Workbook: A practical guide to achieving the results you want,3.96,Very good,Psychology
Punto de inflexiÃ³n,3.63,Very good,---
Running for My Life: One Lost Boy's Journey from the Killing Fields of Sudan to the Olympic Games,4.34,Very good,Nonfiction
"The God Code: The Secret of Our Past, the Promise of Our Future",4.06,Very good,Spirituality
Le Lion,3.91,Very good,Fiction
Wolf's-own: Ghost,3.88,Very good,Fantasy
Emerging from Darkness,4.47,Very good,Romance
The Unofficial Divergent Aptitude Test: Discover Your True Faction!,3.47,Good,Science Fiction-Dystopia
Iron and Smoke,4.89,Excellent,---
Mutineer,3.88,Very good,Science Fiction
Choices of One,4.09,Very good,Media Tie In-Star Wars
"Crystals: Your Beginners Guide To Crystals And Healing Stones (Power of Crystals, Healing Stones,Relieve Stress, Energy Healing)",3.82,Very good,Nonfiction
No Way Out,5.0,Excellent,---
The Moth in the Mirror,3.97,Very good,Fantasy
Can we see life as a series of 'moments of success' (Little Books),5.0,Excellent,---
ÃlÃ¤ koskaan pyyhi kyyneleitÃ¤ paljain kÃ¤sin: 2. Sairaus,4.28,Very good,Fiction
Men of Steel Box Set,4.46,Very good,Romance
The Quest for Cosmic Justice,4.36,Very good,Politics
Roro Mendut,4.07,Very good,Novels
The Ghost Roads,4.18,Very good,Fantasy
A Time of Gifts,4.06,Very good,Travel
Etta and Otto and Russell and James,3.67,Very good,Fiction
Los papeles de Narciso Lima-AchÃ¡,4.4,Very good,---
The Wife of Martin Guerre,3.64,Very good,Fiction
Spellcaster,3.63,Very good,Young Adult
Die Revolution entlÃ¤sst ihre Kinder,4.49,Very good,Biography
Disturbing the Universe,4.2,Very good,Science
Patul lui Procust,3.91,Very good,European Literature-Romanian Literature
Il mio cuore Ã¨ piÃ¹ stanco della mia voce,4.14,Very good,---
KuÄa obrasla brÅ¡ljanom,4.71,Excellent,---
Just Visiting,3.77,Very good,Contemporary
"Middle School: How I Survived Bullies, Broccoli, and Snake Hill [Excerpt]",4.19,Very good,Realistic Fiction
"The Rosy Crucifixion: Sexus, Plexus, Nexus",4.31,Very good,Fiction
"The Dust Lands Trilogy: Blood Red Road; Rebel Heart; Raging Star (Dust Lands, #1-3)",4.26,Very good,---
The Girl's Guide to Absolutely Everything: Advice on Absolutely Everything,4.01,Very good,Nonfiction
Devilish,3.74,Very good,Fantasy-Paranormal
The Web of Arachnos,3.56,Very good,Science Fiction
Hard Limit,4.34,Very good,Romance
The Last Queen,4.04,Very good,Historical-Historical Fiction
SÃ© que volverÃ¡s,3.8,Very good,Mystery
A Shade of Dragon,4.16,Very good,Fantasy-Dragons
American Pain: How a Young Felon and His Ring of Doctors Unleashed America's Deadliest Drug Epidemic,4.24,Very good,Nonfiction
The Best and the Brightest,4.28,Very good,History
Kad duÅ¡a zamire,4.34,Very good,---
La mÃ©moire fantÃ´me,4.14,Very good,Thriller
The Old Man and the Wasteland,3.83,Very good,Apocalyptic-Post Apocalyptic
And Laugh at Digital Butterflies,4.45,Very good,Erotica-BDSM
The Bomber,4.35,Very good,Fiction
No Longer Safe,3.71,Very good,Mystery
Åiir Denizi,4.26,Very good,Poetry
Backlash,4.39,Very good,Erotica-BDSM
The Dead Girls of Hysteria Hall,3.97,Very good,Horror
Why Is This Night Different from All Other Nights?,4.13,Very good,Mystery
The Sibley Guide to Birds,4.67,Excellent,Reference
Ø§ÙØ­Ø´Ø§Ø´,3.5,Very good,---
High Dive,3.49,Good,Fiction
The Glittering Art of Falling Apart,3.99,Very good,Fiction
Everlasting,3.69,Very good,Young Adult
La vieja tigresa o el erotismo en la senectud,3.84,Very good,Humor
Another Shore,3.95,Very good,Science Fiction-Time Travel
The Twelve Kingdoms: Sea of Shadow,4.2,Very good,Fantasy
Viva O Povo Brasileiro,4.42,Very good,Cultural-Brazil
Hot Girl,4.0,Very good,---
Alabama Moon,4.06,Very good,Young Adult
Plath: Poems,4.25,Very good,Poetry
How Not to Be Wrong: The Hidden Maths of Everyday Life,3.96,Very good,Nonfiction
Murder Past Due,3.82,Very good,Mystery
Juneâs Stolen Rose (Seasons of Love and War Book 4),4.73,Excellent,Fiction
A lÃ¡zadÃ¡s hangjai,4.08,Very good,Science Fiction
The Girl Savage,4.0,Very good,Childrens-Middle Grade
Dangerous,3.43,Good,Young Adult
Crow,3.89,Very good,Historical-Historical Fiction
Quest in the Caribbean: A True Caribbean Sailing Adventure,4.28,Very good,Fiction
Dangerous Marine Animals,4.75,Excellent,---
Summer Shadows,4.32,Very good,Mystery
The Shadowhand Covenant,4.23,Very good,Fantasy
Wray,4.16,Very good,Science Fiction
Extreme Fishing,3.59,Very good,Sports-Sports
Voices of the Stars,4.12,Very good,Fantasy
Parallel Stories: A Novel,3.72,Very good,Fiction
A Little Love Incident: ...And Accidently A Love Story,3.11,Good,---
Code Name God: The Spiritual Odyssey of a Man of Science,3.66,Very good,Nonfiction
Threads and Flames,3.95,Very good,Historical-Historical Fiction
Jake's Law,5.0,Excellent,---
"Sufis of Andalusia: The ""Ruh al-Quds"" & ""al-Durrat al-Fakhirah""",4.51,Excellent,Religion-Islam
More Than Water,4.04,Very good,New Adult
DiÃ¡rio da Sibila Rubra: O retorno da bruxa,3.37,Good,---
A Candle in the Dark Shewing the Divine Cause of the Distractions of the Whole Nation of England and of the Christian World ... / By Thomas Ady ... (1655),4.0,Very good,Reference
Mistaken Kiss,3.86,Very good,Romance
A Gown of Spanish Lace,4.06,Very good,Christian Fiction
Far Away,3.67,Very good,Plays
A Modern Cinderella,3.52,Very good,Classics
Journal d'une tueuse,4.14,Very good,---
The Complete Princess Trilogy: Princess; Princess Sultana's Daughters; and Princess Sultana's Circle,4.35,Very good,Biography
ÎÎµÎ¿ÎµÎ»Î»Î·Î½Î¹ÎºÎ¬ Î´Î¹Î·Î³Î®Î¼Î±ÏÎ±,4.49,Very good,Classics
ÙÙÙ Ø£ØªÙØ¨ Ø,4.22,Very good,Religion-Islam
Broken,4.29,Very good,Romance-M M Romance
Einen Vater hab ich auch,3.68,Very good,Young Adult
Before Us,3.91,Very good,Romance
The Gift: The Form and Reason for Exchange in Archaic Societies,3.93,Very good,Anthropology
Dolce sacrificio,3.78,Very good,Romance-Historical Romance
In Praise of Idleness and Other Essays,4.07,Very good,Philosophy
Killing Me Softly,3.66,Very good,Thriller
Point Your Face at This: Drawings,3.98,Very good,Humor
"Wherever I Wind Up: My Quest for Truth, Authenticity and the Perfect Knuckleball",3.97,Very good,Sports-Sports
The Dumb House,3.86,Very good,Horror
Old Filth,3.94,Very good,Fiction
CapitÃ¡n Riley,3.78,Very good,Historical-Historical Fiction
The Death Catchers,3.89,Very good,Fantasy
Eine Liebe aus Samt,3.88,Very good,Fantasy
Î¤Î¿ Î½Î¿ÏÎ¼ÎµÏÎ¿ 31328: Î¤Î¿ Î²Î¹Î²Î»Î¯Î¿ ÏÎ·Ï ÏÎºÎ»Î±Î²Î¹Î¬Ï,4.38,Very good,Literature
Destined for Doon,4.16,Very good,Fantasy
The Medusa and the Snail: More Notes of a Biology Watcher,4.11,Very good,Science
The Power of Concentration,3.76,Very good,Self Help
The Case for God,3.84,Very good,Religion
Ä°ki Entrika Bir DÃ¼ÄÃ¼n,4.2,Very good,Romance
Just One Night,3.91,Very good,Romance
From Darkness Won,4.25,Very good,Fantasy
Mask of the Evergones (Neversuch House #2),4.14,Very good,Childrens-Middle Grade
Cinderella,3.91,Very good,Classics
Hooked,3.7,Very good,Romance
Horror Films,3.82,Very good,Culture-Film
"Natsume's Book of Friends, Vol. 10",4.47,Very good,Sequential Art-Manga
"Holding Out for a Superhero, A Multi-Author Box Set",4.36,Very good,---
Girl in a Band,3.62,Very good,Music
The Gold,4.11,Very good,---
Dorothy Day: A Radical Devotion,4.11,Very good,Biography
Dans les forÃªts de SibÃ©rie,3.87,Very good,Nonfiction
ÙÙÙ Ø¨Ø¯Ø£ Ø§ÙØ®ÙÙ,4.18,Very good,Science
What It Takes: The Way to the White House,4.38,Very good,Politics
#Bae,4.42,Very good,New Adult
Protecting His Own,4.48,Very good,Erotica-BDSM
Goldilocks And The Three Bears,3.79,Very good,Childrens
The Valiant,3.8,Very good,Sequential Art-Comics
A Midsummer's Equation,3.89,Very good,Mystery
Billionaire Romance: Music in His soul,4.33,Very good,---
The Faerie Guardian,3.97,Very good,Fantasy
Sprig Muslin,3.83,Very good,Romance
ChÃ¢teau d'Argol,3.61,Very good,Fiction
The Swan & the Jackal,4.24,Very good,Dark
Karachi Halwa,3.72,Very good,Cultural-India
King of the Khyber Rifles,3.69,Very good,Adventure
Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,4.12,Very good,Business
Short Stories,3.18,Good,Adventure-Pirates
Gorgias,3.95,Very good,Philosophy
A Whisper of Leaves,3.42,Good,Horror
Fluent Forever: How to Learn Any Language Fast and Never Forget It,4.21,Very good,Nonfiction
